0.50 & 0.00 & -0.31 & 0.41 & 0.00 & 0.07 & -0.07 \\
0.50 & -0.41 & -0.31 & 0.00 & 0.07 & 0.07 & -0.00 \\
0.50 & -0.00 & -0.31 & -0.41 & 0.00 & 0.07 & 0.07 \\
0.50 & 0.41 & -0.31 & -0.00 & -0.07 & 0.07 & 0.00 \\
